,review_index,date,review,rating,status,length,label,language,scores,compound,sentiment
2963,1896,2020-12-13,Thoroughly recommend it.,5,completer,24,pos,en,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4201}",0.4201,pos
2964,1897,2020-12-13,gooood,5,completer,6,pos,so,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2965,1898,2020-12-13,It's amazing course.,5,completer,20,pos,en,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859}",0.5859,pos
2966,1898,2020-12-13,Thank you for everything.,5,completer,25,pos,en,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,pos
2967,1898,2020-12-13,I hope we'll meet one day :)) ,5,completer,30,pos,en,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,pos
2968,1899,2020-12-13,The coure is friendly to any person who wants to step in the python study and the teacher always make me laugh at class for his vivid metaphors which stimulates my interest in programming learning.,5,completer,197,pos,en,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.8957}",0.8957,pos
2969,1899,2020-12-13,"Also, for a Chinese student who tries her first time to listen to a whole-English and professional course, it's challenging but fruitful.",5,completer,137,pos,en,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0772}",0.0772,pos
2970,1899,2020-12-13,I will keep studying the following course after i finish my final exam.,5,completer,71,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2971,1899,2020-12-13,"At last, thanks to the teacher and every assitant teacher for preparing such amazing class for everybody.",5,completer,105,pos,en,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.7717}",0.7717,pos
2972,1900,2020-12-13,maza aa gya,5,completer,11,pos,so,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2973,1901,2020-12-13,Thanks for giving us this opportunity.,5,completer,38,pos,en,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.7964}",0.7964,pos
2974,1902,2020-12-13,a great course for newbie!,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.6588}",0.6588,pos
2975,1903,2020-12-13,Awsm teaching by Dr.chuck,4,completer,25,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2976,1904,2020-12-13,"This is a very good course, teaching step by step.",5,completer,50,pos,en,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}",0.4927,pos
2977,1904,2020-12-13,You can learn the very basic things which can be a common part of all programming languages.,5,completer,92,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2978,1904,2020-12-13,"But, in a way, this can be too easy for programmers even who has never written Python, like everything could be done in 5min.",5,completer,125,pos,en,"{'neg': 0.081, 'neu': 0.807, 'pos': 0.111, 'compound': 0.1999}",0.1999,pos
2979,1905,2020-12-13,very helpful and the teaching was awesome.,5,completer,42,pos,en,"{'neg': 0.0, 'neu': 0.41, 'pos': 0.59, 'compound': 0.8016}",0.8016,pos
2980,1906,2020-12-13,Thanks Dr. Chuck,5,completer,16,pos,en,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
2981,1907,2020-12-13,Very good and informative.,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.4927,pos
2982,1908,2020-12-13,thank you,5,completer,9,pos,en,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
2983,1909,2020-12-13,"Thanks, a great course to learn online.",5,completer,39,pos,en,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.7906}",0.7906,pos
2984,1910,2020-12-13,very wonderful journey and experience,4,completer,37,pos,en,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.6115}",0.6115,pos
2985,1911,2020-12-13,Perfect for a beginner like myself.,5,completer,35,pos,en,"{'neg': 0.0, 'neu': 0.326, 'pos': 0.674, 'compound': 0.7351}",0.7351,pos
2986,1911,2020-12-13,Love the way it is explained and how the knowledge is tested.,5,completer,61,pos,en,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.6369,pos
2987,1912,2020-12-13,"it is great for me, I think it will be helpful for those who don't know any coding language, it is really basic.",5,completer,112,pos,en,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.7845}",0.7845,pos
2988,1913,2020-12-13,This is more help full for beginners thank you coursera.,5,completer,56,pos,en,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.6697}",0.6697,pos
2989,1913,2020-12-13,Just i loved it ,5,completer,16,pos,en,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,pos
2990,1914,2020-12-13,"Interactive sessions, I love it",5,completer,31,pos,en,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,pos
2991,1915,2020-12-13,"best course
best instructor",5,completer,27,pos,en,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.8555}",0.8555,pos
2992,1916,2020-12-13,Very nice course work and very well explained by the tutor Dr. Charles Russell Severance.,5,completer,89,pos,en,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.669}",0.669,pos
2993,1917,2020-12-13,Thank you so muchhhh !!!! I had so much fun learning,5,completer,52,pos,en,"{'neg': 0.0, 'neu': 0.525, 'pos': 0.475, 'compound': 0.8045}",0.8045,pos
2994,1918,2020-12-13,"Actually, I had some programming language (C language) and this course was a smooth transition to Python.",4,completer,105,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2995,1918,2020-12-13,Recommend it as a start!,4,completer,24,pos,en,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.4199}",0.4199,pos
2996,1919,2020-12-13,So far so good.,5,completer,15,pos,en,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.6213}",0.6213,pos
2997,1919,2020-12-13,Let's keep on coding.,5,completer,21,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2998,1919,2020-12-13,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
2999,1920,2020-12-13,One of the most hands-on and insightful courses I've ever taken online and will definitely be coming back to take part two.,5,completer,123,pos,en,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4019}",0.4019,pos
3000,1920,2020-12-13,I've wracked my brain on how to get into programming and this was it! I am 100% grateful for the opportunity to take on this course.,5,completer,132,pos,en,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7263}",0.7263,pos
3001,1921,2020-12-13,amazing course,5,completer,14,pos,en,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,pos
3002,1922,2020-12-13,The instructor was very helpful and comprehensive (even for not native English speakers).,5,completer,89,pos,en,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.6549}",0.6549,pos
3003,1922,2020-12-13,The course was interesting and fun,5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.7184}",0.7184,pos
3004,1923,2020-12-13,good course,5,completer,11,pos,en,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
3005,1924,2020-12-12,very good,5,completer,9,pos,af,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}",0.4927,pos
3006,1925,2020-12-12,A really good course to get started.,5,completer,36,pos,en,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}",0.4927,pos
3007,1925,2020-12-12,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3008,1926,2020-12-12,Usefull course.,5,completer,15,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3009,1926,2020-12-12,Thanks for every information.,5,completer,29,pos,en,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,pos
3010,1927,2020-12-12,Good for beginners of Python,5,completer,28,pos,en,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,pos
3011,1928,2020-12-12,Super helpful for someone who has never coded before!,5,completer,53,pos,en,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7901}",0.7901,pos
3012,1929,2020-12-12,Great Course,5,completer,12,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
3013,1930,2020-12-12,Its great! I really learned so much!,5,completer,36,pos,en,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.6892}",0.6892,pos
3014,1931,2020-12-12,It was my first ever online course and I enjoyed it thoroughly.,5,completer,63,pos,en,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}",0.5106,pos
3015,1931,2020-12-12,I think the instructor Chuck was fantastic.,5,completer,43,pos,en,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.5574}",0.5574,pos
3016,1931,2020-12-12,Looking forward to continue leraning from him!,5,completer,46,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3017,1932,2020-12-12,"I've challenged myself in learning a new language, and because of the good teaching skills of the instructor, I was able to cross the finish line!",5,completer,146,pos,en,"{'neg': 0.053, 'neu': 0.827, 'pos': 0.12, 'compound': 0.4199}",0.4199,pos
3018,1933,2020-12-12,awasome...,5,completer,10,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3019,1934,2020-12-12,"You are THE BEST TEACHER ever, Charles Snape <33.print(' I love You ' * 3 )",5,completer,75,pos,fr,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.8788}",0.8788,pos
3020,1935,2020-12-12,Streamlined and fun!,4,completer,20,pos,en,"{'neg': 0.0, 'neu': 0.358, 'pos': 0.642, 'compound': 0.5562}",0.5562,pos
3021,1936,2020-12-12,"Really nice course to learn coding, forum is very active and lecturer is amazing.",4,completer,81,pos,en,"{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.8716}",0.8716,pos
3022,1936,2020-12-12,"I just can say that some parts were difficult to me to understand, maybe more examples about real life could be better.",4,completer,119,pos,en,"{'neg': 0.102, 'neu': 0.779, 'pos': 0.119, 'compound': 0.1027}",0.1027,pos
3023,1936,2020-12-12,,4,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3024,1937,2020-12-12,This is the one of the most interesting courses I had.,5,completer,54,pos,en,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4576}",0.4576,pos
3025,1937,2020-12-12,Super easy!!Lovely professor!!  THANK YOU!  ,5,completer,44,pos,en,"{'neg': 0.0, 'neu': 0.265, 'pos': 0.735, 'compound': 0.8519}",0.8519,pos
3026,1938,2020-12-12,I was watching videos and taking quizzes on an Ipad and writing code on an Imac.,5,completer,80,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3027,1938,2020-12-12,There were several quizzes that the complete code necessary to answer the question was not showing,5,completer,98,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3028,1939,2020-12-12,Very Nice Course for Beginners In python!,5,completer,41,pos,en,"{'neg': 0.0, 'neu': 0.639, 'pos': 0.361, 'compound': 0.5244}",0.5244,pos
3029,1940,2020-12-12,Concepts have taught from the very beginning.,5,completer,45,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3030,1940,2020-12-12,This is an excellent course for beginners.,5,completer,42,pos,en,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,pos
3031,1940,2020-12-12,,5,completer,0,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3032,1941,2020-12-12,Thank you.,5,completer,10,pos,en,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
3033,1941,2020-12-12,I am very happy.,5,completer,16,pos,en,"{'neg': 0.0, 'neu': 0.334, 'pos': 0.666, 'compound': 0.6115}",0.6115,pos
3034,1942,2020-12-12,The best course I attended till today as well as the best instructor with his realistic examples and theories.,5,completer,110,pos,en,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8885}",0.8885,pos
3035,1943,2020-12-12,"For all those who do not belong to this field of coding and want to learn the basics of python, then one should definitely attend it.",5,completer,133,pos,en,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.4588}",0.4588,pos
3036,1943,2020-12-12,Course is designed in a very lucid way.,5,completer,39,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3037,1943,2020-12-12, ,5,completer,1,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3038,1944,2020-12-12,"its a very good course specially for beginners,they will teach  basic from zero",5,completer,79,pos,en,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4927}",0.4927,pos
3039,1945,2020-12-12,good,4,completer,4,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
3040,1946,2020-12-12,The best teacher I had,5,completer,22,pos,en,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,pos
3041,1947,2020-12-11,"Blah, blah ,blah nothing special.",1,dropout,33,neg,id,"{'neg': 0.866, 'neu': 0.134, 'pos': 0.0, 'compound': -0.5358}",-0.5358,neg
3042,1948,2020-12-11,"Excellent guidance through the course, very well made and the professor, Dr. Charles Russell Severance is an amazing teacher, making semi complicated things, easy to understand! ",5,completer,178,pos,en,"{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.9199}",0.9199,pos
3043,1949,2020-12-11,best course I ever had,5,completer,22,pos,en,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,pos
3044,1950,2020-12-11,A wonderful course moving forward to learn more,4,completer,47,pos,en,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,pos
3045,1951,2020-12-11,"print(""Very helpful course to new Python programmer!!!"")",5,completer,56,pos,en,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.5684}",0.5684,pos
3046,1952,2020-12-11,Nice,5,completer,4,pos,ro,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
3047,1953,2020-12-11,Excellent course!!!!,5,completer,20,pos,fr,"{'neg': 0.0, 'neu': 0.17, 'pos': 0.83, 'compound': 0.7067}",0.7067,pos
3048,1954,2020-12-11,nice experience,5,completer,15,pos,ro,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
3049,1955,2020-12-11,"The instructor of the course is such an open person, positive atmosphere of the lectures and bonus materials made me smile and be engaged throughout the course.",5,completer,160,pos,en,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.9062}",0.9062,pos
3050,1955,2020-12-11,thank you very much!!!,5,completer,22,pos,en,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.5229}",0.5229,pos
3051,1956,2020-12-11,Good,5,completer,4,pos,so,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
3052,1957,2020-12-11,"Excellent professor, very clear explanations",5,completer,44,pos,en,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.7645}",0.7645,pos
3053,1958,2020-12-11,Awesome!,5,completer,8,pos,af,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6588}",0.6588,pos
3054,1959,2020-12-11,Excellent teaching.,5,completer,19,pos,en,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,pos
3055,1959,2020-12-11,Being an student from non computer science branch i was able to learn the basics and the way professor taught is best way anyone could have taught me.thankyou,5,completer,158,pos,en,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.6369}",0.6369,pos
3056,1960,2020-12-11,The couse was very good.,5,completer,24,pos,en,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,pos
3057,1960,2020-12-11,It is well designed.,5,completer,20,pos,en,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.2732}",0.2732,pos
3058,1961,2020-12-11,My first and best course !,5,completer,26,pos,en,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.6696}",0.6696,pos
3059,1962,2020-12-11,nice,5,completer,4,pos,pl,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
3060,1963,2020-12-11,"This was an Excellent corse, Thank you",5,completer,38,pos,en,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.7351}",0.7351,pos
3061,1964,2020-12-11,"Solid basics, the instructor was quite personable and explained concepts well.",5,completer,78,pos,en,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.4019}",0.4019,pos
3062,1965,2020-12-10,"its great at all ,dr.",5,completer,21,pos,en,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,pos
3063,1965,2020-12-10,"chuck has the best teaching skills the organizing of course has the role why it so simple to understand,thank you all",5,completer,117,pos,en,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6369}",0.6369,pos
3064,1966,2020-12-10,great teacher,5,completer,13,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
3065,1967,2020-12-10,Loved it.,5,completer,9,pos,en,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,pos
3066,1967,2020-12-10,Great lectures by a great teacher.,5,completer,34,pos,en,"{'neg': 0.0, 'neu': 0.268, 'pos': 0.732, 'compound': 0.8481}",0.8481,pos
3067,1968,2020-12-10,THIS IS MY FIRST ONLINE COURSE AND I AM PREETY HAPPY THAT I HAVE SELECTED THIS COURSE BECAUSE I DONT THINK I COULD HAVE SLECTED ANY BETTER COURSE THAN THIS.,5,completer,156,pos,en,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.765}",0.765,pos
3068,1968,2020-12-10,AND AS EVERY FIRST IS SPECIAL THIS COURSE HAS PUT QUITE HIGH BENCHMARK FOR MY UPCOMING ONLINE COURSES.,5,completer,102,pos,en,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",0.4019,pos
3069,1968,2020-12-10,MR CHUCK DONE A PHENOMENAL JOB AT TEACHING PYTHON .,5,completer,51,pos,en,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3070,1968,2020-12-10,I HAD NO PRIOR KNOWLEDGE OF CODING BUT I STILL UNDERSTAND EACH AND EVERY TOPIC COVERED IN THIS COURSE.,5,completer,102,pos,en,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
3071,1968,2020-12-10,NOW I THINKING OF EXPLORING OTHER COURSES ON VARIOUS TOPICS SUCH AS MACHINE LEARNING AND ARTIFICIAL INTELLIGENCE SINCE I HAVE DEVELOPED KEEN INTEREST IN PYTHON.,5,completer,160,pos,en,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.8225}",0.8225,pos
3072,1968,2020-12-10,THANK YOU DR CHUCK AND TEAM COURSERA FOR THIS REMARKABLE JOURNEY.,5,completer,65,pos,en,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.7269}",0.7269,pos
3073,1969,2020-12-10,Great Course.,5,completer,13,pos,en,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
3074,1969,2020-12-10,very basic and easy to follow.,5,completer,30,pos,en,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.4877}",0.4877,pos
3075,1970,2020-12-10,I thought some of the coding problems were a bit difficult for a beginning level,4,completer,80,pos,en,"{'neg': 0.342, 'neu': 0.658, 'pos': 0.0, 'compound': -0.6369}",-0.6369,neg
3076,1971,2020-12-10,Very nicely explained.,5,completer,22,pos,en,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,pos
3077,1971,2020-12-10,"It is truly for the beginner to programming, so it is correctly named.",5,completer,70,pos,en,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,pos
3078,1971,2020-12-10,Videos and quizzes were of good quality.,5,completer,40,pos,en,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,pos
3079,1971,2020-12-10,  ,5,completer,2,pos,en,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
3080,1972,2020-12-10,Very good course for beginners with incredible Charles Russell Severance  ,5,completer,74,pos,en,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4927}",0.4927,pos
3081,1973,2020-12-10,"This course will provide you not only with a very good technical information, but also whi some motivation an a good context on this topic.",5,completer,139,pos,en,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.8586}",0.8586,pos
3082,1974,2020-12-10,It has been amazing experience.,5,completer,31,pos,en,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.5859}",0.5859,pos
